person_id,total_offer_views,total_completed_offers,total_rewards_received,average_offer_payment,number_of_transactions,average_transaction_amount
00fac72fd6ad448e8019b175267023df,16,16,120.0,22.0175,22,20.474545454545453
00fbb9b5edb94f02afbaf1eb49bb4d7d,3,1,10.0,31.96,3,26.7
00fdd4416dec40b49180814c0a7c8d76,2,1,2.0,31.16,3,25.55
0100dbd4e8554aa69b73b6ac0547f6bf,2,0,0.0,0.0,3,2.183333333333333
0103de989e084e0fab400e80678d7591,9,13,62.0,15.372307692307693,21,14.014285714285714
0106d19a26af41288035afc4b9b6c2c2,2,1,5.0,6.64,10,2.1239999999999997
01162252405b4524a8fa1bf8e6d5f04b,10,10,34.0,10.370999999999999,24,8.087083333333336
01176ee7289b48e39ee6261d5c071a07,5,1,2.0,10.31,5,4.040000000000001
0118fbb66dd2443a9dd407d2c99a7672,4,0,0.0,0.0,3,21.346666666666664
0121fe001b7a404fa9cbe486f8944baf,2,3,17.0,28.129999999999995,6,31.94666666666667
0123564dbaf144a88a418c33b6350c17,3,2,7.0,27.095,6,29.456666666666667
012ee55a90bd4d969b0d0cdfaffdf6ab,14,0,0.0,0.0,11,0.9072727272727273
013094309e1b49e095c098df412d125d,5,3,10.0,8.22,20,3.4589999999999996
01380da907f8495496679c795867790b,3,2,15.0,16.015,8,19.37375
013f2c82889f4641a9b847a48861cce0,10,9,45.0,18.775555555555556,15,19.740000000000006
0141d3870a424c03a20390040efad826,5,0,0.0,0.0,4,1.58
01443a2afce54939a323c978f467c540,5,5,27.0,30.881999999999998,16,26.120624999999997
014899c751254a62a96ce676eb11ddc2,13,9,26.0,30.508888888888887,16,29.62
0155a21497d54684a55c3bc609843768,4,0,0.0,0.0,10,0.7939999999999998
0157e63b39c5456393026c6c03f3d84a,3,3,20.0,21.89,10,19.964999999999996
015c3d28c67e46aa95e9ec97c27220e8,11,11,31.0,22.963636363636365,17,23.137647058823532
015ef929e016415098eeae8ce59da721,2,2,4.0,5.1,4,5.845000000000001
015fb0b3fbaa4aceb910fbdf272f7547,6,0,0.0,0.0,6,2.381666666666667
016086228d58476599d0b47881c25509,3,2,7.0,12.17,5,16.64
01613170f679422a8acfa96f0f19fdf2,3,0,0.0,0.0,5,2.0660000000000003
01633b71b3a2457aa7d35d8bcc3afb5a,10,10,87.0,18.695999999999998,15,19.290000000000003
016871ea865d4338975026ae08d221d0,3,1,2.0,14.53,3,15.263333333333334
016b37032984457fb33ba2767fcc8c9f,4,0,0.0,0.0,15,3.678666666666667
016edb1d1d67477391c5337545a5d98a,17,9,21.0,14.65111111111111,15,14.582666666666663
017160c1cdb845d48abec3c330b4427e,2,3,17.0,22.526666666666667,9,22.009999999999998
01772eae932447f9a853461a60820dc6,5,4,20.0,8.78,11,7.692727272727273
01784d3e205548a594ba3fcdbdaaf17d,3,3,25.0,22.47,14,12.607142857142856
017a93d1204f457bbe85f5e7de062b56,7,2,7.0,10.64,13,8.50153846153846
017febbe52e64ac19cf28cf0d44386e4,7,3,18.0,260.4066666666667,10,100.34100000000001
01873cc8de734961949af7c04b2e9872,4,1,2.0,5.73,18,2.808333333333333
01887dcd32b64feb807e2436548b6c87,10,5,23.0,25.04,7,23.498571428571427
018a49ffb8cf4812903e7c1f56fbb0b0,29,28,140.0,9.397857142857143,37,8.832702702702708
018b8f83176d471db63d9733c741fc8a,2,2,10.0,18.52,2,18.52
01925607d99c460996c281f17cdbb9e2,5,5,45.0,26.212,5,26.212
0193c118afe84208b33ffeb1dcb277d8,6,0,0.0,0.0,2,3.025
01956670cf414b309675aa73368b94a9,7,7,31.0,22.497142857142855,13,24.10230769230769
0196d2062b8d4d019b8d96292266e8a4,4,2,10.0,27.56,5,17.736
0199681637524988a14245632b8376af,3,4,30.0,22.8625,10,22.296
019be0c6f8fd4000b1967c7308b4bdf4,4,3,9.0,8.523333333333333,21,6.723809523809523
019cc78d8fed432ca6df71c132c72a99,2,0,0.0,0.0,7,2.3542857142857145
019ed95d987446e3947da0246cdab831,1,3,15.0,28.956666666666667,9,60.813333333333325
01a202a9021e40aeaa5451a5d134c16c,2,2,7.0,32.519999999999996,6,26.008333333333336
01a5e8b57bc04e0292525f3e2817fa17,5,1,3.0,17.76,3,19.03333333333333
01ab25c31f034f85bc4ac9d286fb7a76,10,10,52.0,72.66499999999998,11,67.68909090909088
01ac633821f0498893320b41b5b22dfc,10,11,92.0,22.983636363636364,19,21.70631578947368
01b6d7e8f0884deb936a8a7f15dba895,11,10,28.0,14.038999999999998,19,13.84578947368421
01d26f638c274aa0b965d24cefe3183f,1,0,0.0,0.0,8,4.967499999999999
01de69b5edab4b89859ea8a7214ba35a,9,8,24.0,330.42,13,211.41538461538468
01e09d713abe4a36a70a33fe4b40534e,1,2,15.0,16.79,4,21.564999999999998
01e57718fc6b49b2875a9c02b32905b1,3,1,2.0,24.29,15,6.7459999999999996
01e8739670a042b3877f8e843bdf55a7,9,8,16.0,24.71,14,23.530000000000005
01e91c5bc14148b2a4de0ce819e4c500,5,1,5.0,7.35,9,1.4533333333333334
01e97a4633bf4963838a4aa9ed1dce3e,4,0,0.0,0.0,8,2.245
01ef4c6618b64334a15914ff9963eaac,1,2,8.0,25.195,5,27.115999999999996
01f33ff554d0443a9841adfd66d253f6,3,1,2.0,16.17,3,17.973333333333333
01f46a5191424005af436cdf48a5da7c,2,2,15.0,20.244999999999997,8,20.823749999999997
01f663b988964a4caca8b19abecb551d,5,2,7.0,22.285,5,19.528
01fe5ec668f241608eb2f7ec374cb1b7,1,0,0.0,0.0,10,16.189
01ff6c5d8d014dbd8c120e2b43a065ea,7,6,27.0,9.911666666666667,12,13.310000000000002
0200f61c69da4c2ea078842cdaf234e6,20,21,54.0,19.950952380952376,25,20.358399999999993
020354b1aea342cbaa018993f68fba68,13,9,27.0,6.78,10,6.191000000000001
0206e1388c34454caba2b7fce3123943,6,2,15.0,18.740000000000002,4,17.9875
020be6e9805649858595dfbaab15ccd7,3,3,10.0,7.010000000000001,17,3.0617647058823527
020be8b0fafa446ebcce6449b20bc92c,3,1,5.0,5.95,11,3.1709090909090913
020c2d7b3d1b4d24b9502626b2d7ef46,4,0,0.0,0.0,6,3.49
020cd0f8047142e18a754303f9337d53,5,4,14.0,18.855,13,17.915384615384617
020d3a52b9ce432ea5f98fc58e9bfcc4,3,0,0.0,0.0,6,2.821666666666667
020d72e77c704c42bb0a858c1aaa3bcd,7,3,20.0,13.540000000000001,18,14.007777777777777
0215efe5136d4a038cb81eae92d59368,5,4,15.0,13.205,14,55.66071428571428
021616b8deea46438e3badc7fca5894d,3,3,15.0,21.223333333333333,12,18.209166666666665
0217c4393fd54e74a523b63c0fcc3da5,3,4,27.0,19.427500000000002,13,17.70846153846154
0218964095c94da0bfac44cf40c9343f,3,1,2.0,14.88,9,24.855555555555558
021adce38ab34ede96422ae107643fd5,21,19,39.0,14.337368421052627,31,15.843225806451608
021c1940868647efbcb40ccdb942813b,12,11,57.0,17.864545454545453,13,17.25846153846154
0222d267445f4f078bc325224e471766,2,2,4.0,3.9,11,2.4609090909090905
0223ed57fef54575ac0b256937dc68fa,6,0,0.0,0.0,9,1.6444444444444446
0225045e245f4b7289cc55c0b5870ae2,3,3,17.0,10.800000000000002,6,13.448333333333332
022f5553a0704b53ba26f2d23cb1234d,9,13,29.0,16.413846153846155,31,16.167419354838707
0231c913a51e420783be6bdeb75aa842,11,9,29.0,6.449999999999999,14,5.238571428571428
023411b8a45a4715979dae6cec425a8b,8,1,3.0,1.52,10,2.157
023a42cf62f742b795a975d56955e220,6,5,11.0,4.348,21,2.9423809523809523
023fd15e56184ec19e23ed5a31c87543,4,0,0.0,0.0,7,4.0
024218e67fa549a4a0a99b32b7b6fbf9,10,10,44.0,19.748999999999995,17,18.12882352941176
0246e7cc7a3d4a98a940cb13776b5b55,10,8,16.0,2.275,22,2.777272727272728
0246f8fdf0b64014a98822b70231c58d,10,8,40.0,18.67,11,20.00545454545455
0247953d899b4a99acab74fa0a807c0f,5,0,0.0,0.0,10,2.265
0251876076024444864473545adce065,6,6,22.0,4.023333333333333,18,2.392222222222222
0252aa6f0dee4585ba886945c60f48f5,6,0,0.0,0.0,1,10.36
02557fafcf334c30a22c312c5647f71a,2,0,0.0,0.0,6,2.8633333333333333
026876bc8c6a4e0c8e330342c92cc844,4,1,5.0,26.38,1,26.38
027561a162a54d86b6d45af5071c4d27,8,1,5.0,6.71,3,3.1133333333333333
027596e6ed19471392923eb833b25fd3,2,1,2.0,5.99,6,2.4766666666666666
02765747959045a0a7c452888b2f31eb,3,0,0.0,0.0,5,9.857999999999999
0276c9a3092d4f79a29d61a1462f9b4d,10,10,21.0,20.928000000000004,18,18.422222222222224
027c18923c0146e58ccd615f6a62d82f,2,1,2.0,3.02,11,2.2318181818181824
02865fee714e466e99f9bb7a7203887b,2,1,5.0,9.37,5,3.79
028a12f0ee584455850300886174f3d7,5,1,2.0,30.72,3,24.133333333333336
028c88a958e54c36a31c4800fd6e887b,9,11,36.0,25.163636363636364,20,26.004999999999995
0295719cd357460cbab54f2392b01d19,3,2,8.0,7.04,11,3.7399999999999993
029e063479234fb1b6c8727c3d45de62,2,1,10.0,37.34,3,23.25666666666667
02a00d256444415da8460cd2a3457ea7,2,2,7.0,3.76,5,4.459999999999999
02a3aa431c1047be8eafec3dcd6b5fd0,4,4,30.0,20.75,6,19.128333333333334
02a458e1233342b79caff81edbcc30a9,8,6,48.0,28.62333333333333,6,28.62333333333333
02abd909ebc94aca8766f3f0ee39db80,3,3,17.0,16.57,9,15.69111111111111
02b148f44eee4b9ca7487371472a6781,3,2,5.0,4.585,13,2.2484615384615383
02b5aa5725f94bcb94ca58208015b7bc,2,2,5.0,3.7750000000000004,13,3.0700000000000003
02b6895b3cab4f79a116bddc1c70b5c3,2,1,2.0,4.75,16,2.9881250000000006
02b7a80a321c4b078af92d494cc0f012,8,4,40.0,15.79,14,31.96642857142857
02ba8c272f284139abef53e0290bfb67,2,3,17.0,23.709999999999997,5,22.991999999999997
02c083884c7d45b39cc68e1314fec56c,1,0,0.0,0.0,10,2.989
02c6daf74a49491ca397f105ef944784,1,1,2.0,22.34,3,26.313333333333333
02c89861ce2c4010bf4ed63f6f6d5df3,11,11,49.0,22.326363636363634,20,20.9355
02c8c9806a8c44f792a218fb2e8756b3,6,1,5.0,6.2,4,5.4825
02d206df55d54efda515783e1c525e8d,2,0,0.0,0.0,2,2.215
02d2c404f19440ff9038c0d60a695cbd,2,0,0.0,0.0,7,2.79
02db8af535e54416a01aff51836d166f,1,0,0.0,0.0,1,0.61
02dd040b77914163b1fd02efc3976d55,11,11,49.0,15.346363636363636,18,14.856111111111115
02e2211319524b9e8bd09794d00d8513,3,2,8.0,8.855,15,4.398
02e4c9dff62e4857a429a4be3ba73ed0,3,3,17.0,9.020000000000001,15,4.1273333333333335
02e5396559f94469b6d03e40d85830c7,7,2,15.0,29.759999999999998,8,25.78125
02e6dbe7c694441a88f9160b6b0e1a35,5,1,10.0,14.54,11,13.533636363636363
02e6dd10b22c43fcb5a2dfc0038dac22,2,2,8.0,7.1899999999999995,11,3.8618181818181814
02eba2268a3640bb8e85880e12617c5f,3,3,10.0,18.22,12,15.7475
02efe2a67be247a686f79ba1cbce42f1,4,3,12.0,18.383333333333336,10,26.208999999999996
02efe413dd194069ab58abde38ab5e02,4,5,22.0,32.752,8,31.900000000000002
02f446e152254ab7b01e29698932dd01,2,1,3.0,3.95,7,2.748571428571428
02f638a6c98241c98b24a06ca489aac0,4,0,0.0,0.0,5,3.528
02f77bb76ed14d28a05e23b3e00aeb9b,8,0,0.0,0.0,4,3.9549999999999996
03019e49a5164723ae527bbd6949e0c1,10,9,42.0,14.994444444444444,14,17.910714285714285
0305b52a24744a9bb660bffc6b39e884,4,3,20.0,23.44666666666667,7,21.52857142857143
030c30c1955f4a17be09b692caf5ec5f,9,8,40.0,10.59,22,5.891818181818182
03118ab70a404fada1a433cd6abaa491,3,2,7.0,22.495,18,17.67833333333333
03257d4fcb6641aebaa46d5605d205ca,5,3,9.0,19.993333333333336,12,17.3025
032aaa79b15e4103a9e91a786d416734,11,9,21.0,54.26555555555555,17,30.21470588235294
0335d274249f4eb6b3c51527f02a3216,36,36,291.0,18.749444444444446,42,19.093095238095227
03361f5f681e46ad97796d52caf9afa2,2,1,3.0,3.61,11,1.7018181818181821
03374e3f14564b36a7138154ed8c194a,2,0,0.0,0.0,9,2.9122222222222223
033bf5269a494dd787e5e9f4a45b843c,4,3,7.0,26.423333333333336,3,26.423333333333336
033d0a511a5c452ea2be37a23f8c6dcb,2,1,2.0,14.79,5,22.448
033f0ee2250e475b87f70115e7895957,2,1,3.0,16.7,3,30.143333333333334
033fed8bb1504885b866429db25543a0,4,3,12.0,32.419999999999995,4,31.97
0340f0361285411ab60a24823b020112,3,0,0.0,0.0,7,2.9499999999999997
0342c7c449a84440b3f7a80ad095761a,4,3,22.0,14.523333333333333,17,14.424705882352939
0345b2da6507473ca4400ed84dc6725a,9,8,16.0,7.075000000000001,19,4.310526315789472
034946bd82b34a219b556a47f1200828,5,2,7.0,11.065,2,11.065
034b962ed61d4da1bb0baaec84cc2e85,20,19,182.0,15.708421052631579,24,15.958333333333337
034ce97360c6485ab990d903343f9f08,9,8,24.0,7.914999999999999,11,6.369090909090908
034dcdec0a0547a19d77dcf2bc8ecc48,5,0,0.0,0.0,1,11.37
03533ca5a4244ca3ac48b9c8ccba8332,6,1,2.0,2.79,8,2.13375
0355c6a5fdbc429ea5b05e8a9ecd2eae,1,6,27.0,17.55,9,17.962222222222223
03566626393f43a88c55de21c61761d0,1,0,0.0,0.0,3,1.8166666666666667
03568fe0e51b41a9bd752ec8be307ba5,2,2,12.0,14.71,4,17.955000000000002
03575a43a3da4691998de01fff617f99,10,9,50.0,30.80555555555556,14,28.141428571428573
035d5aa3c23a4059ae663b4c07aa26ce,4,3,17.0,18.606666666666666,12,21.829166666666666
03637e48ffda4bf9b73b079d03c0bbe3,14,9,29.0,8.417777777777777,15,10.532666666666668
03659e112e884f38afa963dcb243c6a6,6,0,0.0,0.0,5,1.268
03676dc08a0a4899b0af5030bb6da6f5,2,1,2.0,17.99,5,19.526
036c34e6a32a463db11ebb398a8719b6,4,0,0.0,0.0,7,2.718571428571429
036e4bedca2045afad50fda2d3b505ab,8,5,10.0,24.85,5,24.85
036f1e5cca91478685c8cef24cc8b076,2,1,5.0,6.25,6,2.4683333333333333
03716dbf46394867ba126ebe1ebc202e,13,0,0.0,0.0,3,1.1566666666666667
037334c596b849cc8f8004e4e663b005,7,1,2.0,8.09,11,2.1245454545454545
0375600415e24e0a9fd83ec191d5955d,2,1,3.0,7.74,13,3.1823076923076923
037c3e0c1cd6477dbe15812a05619fc5,4,3,13.0,21.503333333333334,8,19.599999999999998
03833a1fe27f4435917da7e54c6fa48a,6,0,0.0,0.0,2,1.19
0383a12d3a2d4fbb86ec83bd0c25eead,4,3,12.0,24.583333333333332,10,9.187000000000001
03887756866f4ea9b74b7e1b83ffac44,7,7,42.0,13.637142857142859,20,14.113999999999995
038d32f25cff4833ab44c5123e42583a,6,5,22.0,6.581999999999999,14,4.260000000000001
0390715ee2a4443eac8582a5941d61a9,6,5,45.0,17.633999999999997,6,16.531666666666663
03922ce960124f4a8c4acd2a332ef296,5,0,0.0,0.0,4,4.71
039e0c539c2f4fc582423412a8bceb40,1,0,0.0,0.0,7,1.6099999999999999
03a6837af25144b18936719d7afd5a58,3,2,8.0,4.665,6,4.3566666666666665
03aaca8d2f4448a0a1a4bc1423b3b45a,4,0,0.0,0.0,3,2.0433333333333334
03ab43c52f3f44e3879910eaf9cd138d,3,0,0.0,0.0,4,1.4975
03adb16f61e44e6594d6d8e38d0a3e64,3,2,15.0,27.83,5,23.528
03ae3b023c2540f4969b64b633be5ede,4,1,3.0,1.49,11,2.7363636363636363
03af4a51012e4a00809df85c9279e4e4,2,2,12.0,29.895,6,25.891666666666666
03b0358ba8d945b3ac283f25969a0cca,1,0,0.0,0.0,2,1.06
03b326a99f5345df8b4d21ed26bdb0da,11,11,36.0,27.434545454545447,14,25.498571428571427
03b810ec338c4a85b063449f40c7b9cc,3,0,0.0,0.0,4,3.47
03bbce97de8240359c2706a4c9f537f2,2,1,2.0,3.74,12,3.269166666666667
03c0b69b3db24c70bba1622bc8dd8459,6,3,30.0,11.616666666666667,21,7.585238095238095
03c23b2ec84f4c5296e99c939288bcd4,0,2,15.0,24.59,5,22.338
03c7b0b202294fbe8edbd73b0b499fac,5,0,0.0,0.0,3,3.853333333333333
03cc530b458e4fb180c222777916e9b5,10,10,21.0,9.116,29,4.023793103448275
03cd7c3f955a4c47bd3caf4e9a2db37c,8,8,16.0,14.555,15,17.398666666666667
03deb7cf0ebd4c7889a8a9e44df1c50a,3,1,2.0,9.91,12,4.069166666666668
03e507f56bd34d3dacdecb5eb87111f7,11,11,41.0,17.78545454545454,20,19.296499999999998
03e67807671e4cb4bb34f2ebabc97d28,11,11,98.0,16.94181818181818,20,16.550999999999995
03e866224ec641c58bc93a69be00de9c,5,1,2.0,2.55,7,3.7414285714285715
03ef53e2d3e1436eb3b2042a4825adec,10,10,55.0,21.496,14,23.118571428571435
03f1ad04292f47b2b1299cc92f8f2a5d,4,3,13.0,22.116666666666664,14,21.658571428571427
03f75ac6db7a457dbd6086e6b86a4fd1,2,0,0.0,0.0,4,5.13
03fbbeecf81b468684b50dbe63ac4587,2,0,0.0,0.0,7,1.8199999999999998
03fe8e9f855846c88fd01c4b7b147db7,3,2,20.0,26.01,5,16.764000000000003
03ff3cf4aec84162be697c28346bdd5a,3,1,5.0,6.92,9,4.115555555555556
040704e99ab84cd08977858fab9b9276,29,29,148.0,26.38379310344828,31,25.584516129032252
0409252539634eca8a8d1b5407caa582,5,0,0.0,0.0,4,24.905
0409df7f3af74e8c813d975fbd4ceb02,10,8,16.0,24.099999999999998,9,23.2
040b2e6d3e914d609f6764b34b5a3a88,3,3,17.0,24.263333333333335,4,26.4475
0414fcebbd7f4a19bca352622b1c84e2,5,4,11.0,4.6899999999999995,9,3.8100000000000005
04189492f0aa46f2b6fefe34ffbc7062,2,2,7.0,5.76,17,4.281176470588236
041967ceb80841ddbd306958d4f744ac,10,9,45.0,27.763333333333335,13,25.15461538461539
041f00ddd6f340b18c174a0c997c9955,5,0,0.0,0.0,15,2.054666666666667
041fd7c6b796430a867c4e03d2ff8f4d,8,9,37.0,5.147777777777778,30,3.657666666666666
042d7ab61d1143fe9230bcb1af34aa5a,11,2,13.0,13.945,3,13.71
04326bc8a2e94fe09557d30388647e52,2,0,0.0,0.0,4,3.0575
04362cece3104f4ebcb3d49ef0bc7e9c,27,27,81.0,76.97333333333337,39,54.158205128205104
04369aa7ac9a4440a794c471ae7c3f77,7,4,12.0,5.06,8,3.1062499999999993
043702ae29bc426e9f65ef7beb6cd08a,6,4,20.0,31.11,5,30.056
043bcfeacb874bbc837300701ce25870,29,30,282.0,21.544333333333338,43,20.123953488372102
04452c214f5f401bb1418313c1526cbb,5,5,11.0,18.017999999999997,8,21.659999999999997
044f41cfd98940119477d73c81f973a3,6,4,12.0,6.27,9,3.4411111111111112
0454292436bd4cee98e8ec873e30433e,4,5,17.0,16.212,10,16.738
0456cf6870f849cc9e1ac5ea9e02dccd,4,2,13.0,15.95,2,15.95
04698a1182a24807ad4c36f12b67c5ef,1,2,15.0,17.94,5,18.034
046a2f9c32c14e7e9ad508f811ebfa2e,5,1,10.0,12.5,7,7.392857142857143
0471fe94846d40e9b5bc8ec77293720c,4,4,8.0,6.084999999999999,11,4.28
047a2de0c17849c89d04248c357cab52,6,4,8.0,9.29,9,5.676666666666666
047ad0135cfe4c0ea5ba019da4de9c52,3,1,2.0,16.92,10,17.155
047db31ef98140149f97667abee20860,5,0,0.0,0.0,9,1.0200000000000002
0485b8cb0bfc4d938895bbd6d8cbd7df,5,0,0.0,0.0,10,2.6600000000000006
048bf07732684843b6334f8f157af033,3,1,10.0,15.23,1,15.23
0494aa6671414fab9837fa3cd45e72bc,11,12,62.0,10.917499999999999,24,9.432916666666667
04a19ef08c9c4648a587d64ff72bf6df,4,4,19.0,20.327499999999997,14,16.98857142857143
04aa84f9a46a4920b70386c3fe60165d,5,3,12.0,30.066666666666666,3,30.066666666666666
04aeb750695a4d9eb3de6ce2ddb7b1e7,5,1,5.0,5.64,5,3.0160000000000005
04bd9be0d1374492800aca71e512ed51,10,8,16.0,55.825,25,20.113199999999996
04c143b7068e4c32995e1031173bea43,1,0,0.0,0.0,6,2.763333333333333
04c3b99e274c40b4898ed7653e09cb62,1,2,10.0,30.32,6,26.646666666666665
04c4f933a8864cccbd4560e090355657,2,1,2.0,15.14,2,16.41
04c66db4925042a5bb103fec87225370,2,3,12.0,33.44,5,31.232
04c769db13764e6784ecd8e3fc25e207,9,0,0.0,0.0,4,1.645
04ca4f4a66934cec9d3bbd8833572cf7,4,5,25.0,15.624,11,14.88090909090909
04ca68b26ef14fbc96eb01ab1f2d1fc2,3,0,0.0,0.0,10,2.866
04cb9d0033f142efa2a367f4ef273460,11,10,36.0,16.403,11,15.79454545454545
04cfc7c495c1419f9a316c2a9876af97,1,1,10.0,11.29,8,13.51125
04dc393b52714269877cf4ceda3f78f8,3,1,5.0,7.65,8,5.491250000000001
04dc7c54fc8147069875a5def52d711e,10,12,55.0,16.56,20,15.271
04e0842b079c4113a759aa6e09ea17ed,3,6,25.0,16.938333333333333,21,13.74809523809524
04e0eff0b4704fc291bbe1275f01fb7a,7,6,27.0,15.719999999999999,15,13.988000000000003
04e34b1c5fe64fbcb76bfe47ebbbf015,8,3,12.0,27.599999999999998,6,23.31833333333333
04e39b3e8fc449cfbcafd7dba2429f1c,3,3,18.0,17.793333333333333,9,17.35666666666667
04e44377fe9046a3b5b781d1cc74d064,1,0,0.0,0.0,3,2.176666666666667
04e4f53f9be74c09a9751838010386e5,5,4,23.0,13.530000000000001,16,13.530624999999999
04e5255c9e754c66b83c06ec70f62203,18,18,63.0,9.243333333333334,24,8.847916666666668
04ea45ec66574a618b0918834ee08fed,0,3,12.0,21.02,3,21.02
04ec49d81d154a70b3f0d5f280da3756,5,0,0.0,0.0,6,2.5766666666666667
04f1f44632cd409cace939fa62b5fc7a,10,9,90.0,84.6322222222222,13,65.28461538461536
04f2e86f182d4fc4b7b1a1858c280a38,3,2,7.0,24.99,14,20.21642857142857
04f59344d54947ed8aa82c25effc9487,5,0,0.0,0.0,3,2.0
04fa747cd2d841bcaf08f0a64e82bbef,0,4,8.0,3.55,8,3.4775
04fad15f96d446f483823ad08857e752,0,1,2.0,25.85,6,30.14333333333333
04fb6b47e11640139f3ef5d74d7a79a1,11,9,19.0,12.342222222222222,12,13.3725
04fcbc5e1faf4b7bba20116ecb30ca17,6,6,32.0,10.995,9,9.872222222222224
05018c82b3d241328a5b0558dada3286,8,4,20.0,25.62,8,25.787499999999998
